aeromagneticky	ykcitengamorea	aero-magnet-ic-k-y	our-2.1k-uniffreqsample-lemmas.tsv		
aeroplánem	menálporea	aero-plán-em	all-revision2		
aerotransport	tropsnartorea	aero-trans-port	our-2.1k-uniffreqsample-lemmas.tsv		
aeternitatis	sitatinretea	aeternitatis	normalized-MorfoCzech_dictionary.tsv		
afektovat	tavotkefa	afekt-ova-t	normalized_slav_verbs.tsv		
afilozofický	ýkcifozolifa	a-filo-zof-ic-k-ý	normalized-MorfoCzech_dictionary.tsv		
afinovat	tavonifa	afin-ova-t	normalized_slav_verbs.tsv		
afrika	akirfa	afrik-a	inconsist-ostrava-winner		
afriku	ukirfa	afrik-u	normalized-MorfoCzech_dictionary.tsv		
afriky	ykirfa	afrik-y	normalized-MorfoCzech_dictionary.tsv		
afázie	eizáfa	afáz-i-e	normalized-MorfoCzech_dictionary.tsv		
aféra	aréfa	afér-a	normalized-MorfoCzech_dictionary.tsv		
aféry	yréfa	afér-y	normalized-MorfoCzech_dictionary.tsv		
agenda	adnega	agend-a	extension-for-ud		
agent	tnega	agent	inconsist-our-winner		
agenti	itnega	ag-ent-i	normalized-MorfoCzech_dictionary.tsv	agent i	
agentur	rutnega	agent-ur	extension-for-ud		
agentura	arutnega	agent-ur-a	extension-for-ud		
agentury	yrutnega	agent-ur-y	extension-for-ud		
agentuře	eřutnega	agent-uř-e	extension-for-ud		
agentů	ůtnega	ag-ent-ů	normalized-MorfoCzech_dictionary.tsv		
agitovat	tavotiga	agit-ova-t	our-2k-bandsample-lemmas.tsv		
aglomerovat	tavoremolga	aglomer-ova-t	normalized_slav_verbs.tsv		
aglutinovat	tavonitulga	aglutin-ova-t	normalized_slav_verbs.tsv		
agnoskovat	tavoksonga	a-gnosk-ova-t	normalized_slav_verbs.tsv		
agnosticism	msicitsonga	a-gnos-t-ic-ism	normalized-MorfoCzech_dictionary.tsv		
agnoston	notsonga	agnoston	normalized-MorfoCzech_dictionary.tsv		
agovávat	tavávoga	agov-á-v-a-t	our-2.1k-uniffreqsample-lemmas.tsv		
agrese	eserga	agres-e	our-2k-bandsample-lemmas.tsv		
agresi	iserga	agres-i	our-2k-bandsample-forms.tsv		
agresivity	ytiviserga	agres-iv-it-y	extension-for-ud		
agrochemicky	ykcimehcorga	agro-chem-ick-y	our-1k-bandsample-lemmas.tsv		
agrárním	mínrárga	agr-ár-n-ím	extension-for-ud		
aha	aha	aha	normalized-MorfoCzech_dictionary.tsv		
aids	sdia	aids	extension-for-ud		
airlines	senilria	air-line-s	extension-for-ud		
airways	syawria	air-way-s	extension-for-ud		
ajaj	jaja	aj-aj	normalized-MorfoCzech_dictionary.tsv		
akademickost	tsokcimedaka	akadem-ic-k-ost	our-2.1k-uniffreqsample-lemmas.tsv		
akademické	ékcimedaka	akadem-ic-k-é	normalized-MorfoCzech_dictionary.tsv		
akademickému	umékcimedaka	akadem-ic-k-é-mu	normalized-MorfoCzech_dictionary.tsv	akadem-ic-k-ému	
akce	ecka	akc-e	our-2.1k-uniffreqsample-lemmas.tsv		
akcentovat	tavotnecka	akcent-ova-t	normalized_slav_verbs.tsv		
akceptovat	tavotpecka	akcept-ova-t	normalized_slav_verbs.tsv		
akci	icka	akc-i	extension-for-ud		
akcie	eicka	akcie	our-2.1k-uniffreqsample-lemmas.tsv	akci e	
akcionář	řánoicka	akcion-ář	our-2.1k-uniffreqsample-lemmas.tsv		
akcionářů	ůřánoicka	akci-onář-ů	extension-for-ud		
akciová	ávoicka	akci-ov-á	extension-for-ud		
akciové	évoicka	akci-ov-é	extension-for-ud		
akciových	hcývoicka	akci-ov-ých	extension-for-ud		
akcií	íicka	akci-í	extension-for-ud		
akcí	ícka	akc-í	extension-for-ud		
akcích	hcícka	akc-ích	extension-for-ud		
aklamovat	tavomalka	a-klam-ova-t	normalized_slav_verbs.tsv		
aklimatizovat	tavozitamilka	a-klim-at-iz-ova-t	normalized_slav_verbs.tsv		
akomodovat	tavodomoka	a-ko-mod-ova-t	normalized_slav_verbs.tsv		
akorát	tároka	akorát	our-2.1k-uniffreqsample-lemmas.tsv		
akragant	tnagarka	akragant	our-2.1k-uniffreqsample-lemmas.tsv		
akreditovat	tavotiderka	a-kred-it-ova-t	normalized_slav_verbs.tsv		
akrobati	itaborka	akro-bat-i	normalized-MorfoCzech_dictionary.tsv		
akrylový	ývolyrka	akryl-ov-ý	our-2.1k-uniffreqsample-lemmas.tsv		
akt	tka	akt	normalized-MorfoCzech_dictionary.tsv		
aktem	metka	akt-e-m	normalized-MorfoCzech_dictionary.tsv	akt-em	
aktivit	tivitka	akt-iv-it	extension-for-ud		
aktivitami	imativitka	akt-iv-it-ami	extension-for-ud		
aktivizovat	tavozivitka	akt-iv-iz-ova-t	normalized_slav_verbs.tsv		
aktivní	ínvitka	akt-iv-n-í	our-2.1k-uniffreqsample-lemmas.tsv		
aktivovat	tavovitka	akt-iv-ova-t	normalized_slav_verbs.tsv		
aktovce	ecvotka	akt-ov-c-e	normalized-MorfoCzech_dictionary.tsv		
aktovkou	uokvotka	akt-ov-k-ou	normalized-MorfoCzech_dictionary.tsv		
aktualizovat	tavozilautka	akt-u-al-iz-ova-t	normalized_slav_verbs.tsv		
aktuálního	ohínláutka	akt-uál-n-ího	extension-for-ud		
aktuálně	ěnláutka	akt-uál-n-ě	extension-for-ud		
aktě	ětka	akt-ě	normalized-MorfoCzech_dictionary.tsv		
akumulovat	tavolumuka	a-kumul-ova-t	normalized_slav_verbs.tsv		
akupresurou	uoruserpuka	aku-pres-ur-ou	extension-for-ud		
akustické	ékcitsuka	akust-ic-k-é	extension-for-ud		
akvarijní	ínjiravka	akvarij-n-í	our-2.1k-uniffreqsample-lemmas.tsv		
akvaristé	étsiravka	akvar-ist-é	normalized-MorfoCzech_dictionary.tsv		
akvaristů	ůtsiravka	akvar-ist-ů	normalized-MorfoCzech_dictionary.tsv		
akvárium	muirávka	akv-ár-i-um	normalized-MorfoCzech_dictionary.tsv		
akvírovat	tavorívka	akv-ír-ova-t	normalized_slav_verbs.tsv		
alarmovat	tavomrala	alarm-ova-t	normalized_slav_verbs.tsv		
alarmujte	etjumrala	alarm-uj-te	all-revision2		
alba	abla	alb-a	our-1k-bandsample-lemmas.tsv		
albatros	sortabla	albatros	normalized-MorfoCzech_dictionary.tsv		
albigenský	ýksnegibla	albigen-sk-ý	our-1k-bandsample-lemmas.tsv		
albínin	niníbla	albín-in	our-1k-bandsample-lemmas.tsv	alb ín in	
aldworthová	ávohtrowdla	aldworth-ov-á	our-2.1k-uniffreqsample-lemmas.tsv		
ale	ela	ale	normalized-MorfoCzech_dictionary.tsv		
alebrž	žrbela	alebrž	normalized-MorfoCzech_dictionary.tsv		
alegorizovat	tavozirogela	alegor-iz-ova-t	normalized_slav_verbs.tsv		
aleluja	ajulela	aleluja	normalized-MorfoCzech_dictionary.tsv		
alemannů	ůnnamela	alemann-ů	our-2.1k-uniffreqsample-lemmas.tsv		
alespoň	ňopsela	alespoň	our-2.1k-uniffreqsample-lemmas.tsv		
alexandra	ardnaxela	alexandr-a	normalized-MorfoCzech_dictionary.tsv		
alexandrie	eirdnaxela	alexandr-i-e	normalized-MorfoCzech_dictionary.tsv		
alexandrii	iirdnaxela	alexandr-i-i	normalized-MorfoCzech_dictionary.tsv		
alexaněnkův	vůkněnaxela	alexaněnk-ův	our-2.1k-uniffreqsample-lemmas.tsv		
alexej	jexela	alexej	extension-for-ud		
alfa	afla	alf-a	extension-for-ud		
alfabetickém	mékcitebafla	alf-a-bet-ick-ém	extension-for-ud		
alfou	uofla	alf-ou	extension-for-ud		
alfrédův	vůdérfla	alfréd-ův	our-2.1k-uniffreqsample-lemmas.tsv		
alias	saila	alias	our-2.1k-uniffreqsample-lemmas.tsv		
alibi	ibila	alibi	normalized-MorfoCzech_dictionary.tsv		
alice	ecila	alic-e	normalized-MorfoCzech_dictionary.tsv		
alici	icila	alic-i	normalized-MorfoCzech_dictionary.tsv		
alicino	onicila	alic-in-o	normalized-MorfoCzech_dictionary.tsv		
aligátor	rotágila	aligátor	normalized-MorfoCzech_dictionary.tsv		
alimenty	ytnemila	ali-ment-y	normalized-MorfoCzech_dictionary.tsv		
alister	retsila	alister	our-2.1k-uniffreqsample-lemmas.tsv		
aliterovat	tavoretila	a-liter-ova-t	normalized_slav_verbs.tsv		
aljašce	ecšajla	aljašc-e	extension-for-ud		
alkajský	ýksjakla	alkaj-sk-ý	our-1k-bandsample-lemmas.tsv		
alkalizovat	tavozilakla	alkal-iz-ova-t	normalized_slav_verbs.tsv		
alkohol	lohokla	alkohol	extension-for-ud		
alkoholik	kilohokla	alkohol-ik	our-1k-bandsample-lemmas.tsv		
alogično	ončigola	a-log-ič-n-o	normalized-MorfoCzech_dictionary.tsv		
aloise	esiola	alois-e	extension-for-ud		
alp	pla	alp	normalized-MorfoCzech_dictionary.tsv		
alpy	ypla	alp-y	normalized-MorfoCzech_dictionary.tsv		
alternativ	vitanretla	alter-n-at-iv	normalized-MorfoCzech_dictionary.tsv		
alternativa	avitanretla	alter-n-at-iv-a	normalized-MorfoCzech_dictionary.tsv		
alternativami	imavitanretla	alter-n-at-iv-ami	all-revision2		
alternativu	uvitanretla	alter-n-at-iv-u	normalized-MorfoCzech_dictionary.tsv		
alternovat	tavonretla	alter-n-ova-t	normalized_slav_verbs.tsv		
alterovat	tavoretla	alter-ova-t	normalized_slav_verbs.tsv		
amalgamovat	tavomaglama	amalgam-ova-t	normalized_slav_verbs.tsv		
amanda	adnama	amand-a	all-revision		
amaretto	otterama	amarett-o	our-2.1k-uniffreqsample-lemmas.tsv		
amatakkulchai	iahclukkatama	amatakkulchai	extension-for-ud		
amatér	rétama	am-at-ér	normalized-MorfoCzech_dictionary.tsv		
amatérismus	sumsirétama	amatér-ismus	our-1k-bandsample-lemmas.tsv		
amazonský	ýksnozama	amazon-sk-ý	normalized-MorfoCzech_dictionary.tsv		
amen	nema	amen	normalized-MorfoCzech_dictionary.tsv		
americe	ecirema	americ-e	normalized-MorfoCzech_dictionary.tsv		
americkou	uokcirema	americ-k-ou	normalized-MorfoCzech_dictionary.tsv		
americky	ykcirema	americ-k-y	normalized-MorfoCzech_dictionary.tsv		
americká	ákcirema	americ-k-á	our-2k-bandsample-forms.tsv		
americké	ékcirema	americ-k-é	extension-for-ud		
americkému	umékcirema	americ-k-ému	extension-for-ud		
americký	ýkcirema	americ-k-ý	our-2k-bandsample-lemmas.tsv		
amerických	hcýkcirema	americ-k-ých	extension-for-ud		
amerika	akirema	amerik-a	normalized-MorfoCzech_dictionary.tsv		
amerikanismem	memsinakirema	amerik-an-ism-e-m	normalized-MorfoCzech_dictionary.tsv	amerik-an-ism-em	
amerikanismu	umsinakirema	amerik-an-ism-u	normalized-MorfoCzech_dictionary.tsv		
amerikanizovat	tavozinakirema	amerik-an-iz-ova-t	normalized_slav_verbs.tsv		
ameriku	ukirema	amerik-u	normalized-MorfoCzech_dictionary.tsv		
ameriky	ykirema	amerik-y	normalized-MorfoCzech_dictionary.tsv		
amerikánovi	ivonákirema	amerik-án-ovi	normalized-MorfoCzech_dictionary.tsv		
amerikánská	áksnákirema	amerik-án-sk-á	normalized-MorfoCzech_dictionary.tsv		
amerikánství	ívtsnákirema	amerik-án-stv-í	normalized-MorfoCzech_dictionary.tsv		
američankou	uoknačirema	američ-an-k-ou	normalized-MorfoCzech_dictionary.tsv		
američané	énačirema	američ-an-é	extension-for-ud		
američanů	ůnačirema	američ-an-ů	extension-for-ud		
američanům	můnačirema	američ-an-ům	extension-for-ud		
američtí	ítčirema	američ-t-í	extension-for-ud		
amina	anima	amin-a	normalized-MorfoCzech_dictionary.tsv		
aminko	oknima	amin-k-o	normalized-MorfoCzech_dictionary.tsv		
amino	onima	amin-o	normalized-MorfoCzech_dictionary.tsv		
aminu	unima	amin-u	normalized-MorfoCzech_dictionary.tsv		
amině	ěnima	amin-ě	normalized-MorfoCzech_dictionary.tsv		
amipro	orpima	ami-pro	extension-for-ud		
amnestovat	tavotsenma	amnest-ova-t	normalized_slav_verbs.tsv		
amortizovat	tavozitroma	amort-iz-ova-t	normalized_slav_verbs.tsv		
amplifikovat	tavokifilpma	ampli-fik-ova-t	normalized_slav_verbs.tsv		
amputovat	tavotupma	amput-ova-t	normalized_slav_verbs.tsv		
amsterodam	madoretsma	amsterodam	our-2.1k-uniffreqsample-lemmas.tsv		
amsterodamu	umadoretsma	amsterodam-u	normalized-MorfoCzech_dictionary.tsv		
amsterodamě	ěmadoretsma	amsterodam-ě	normalized-MorfoCzech_dictionary.tsv		
anacharsisův	vůsisrahcana	anacharsis-ův	our-2.1k-uniffreqsample-lemmas.tsv		
analogicky	ykcigolana	ana-log-ic-k-y	extension-for-ud		
analogická	ákcigolana	ana-log-ic-k-á	extension-for-ud		
analogie	eigolana	ana-log-i-e	normalized-MorfoCzech_dictionary.tsv		
analogizovat	tavozigolana	ana-log-iz-ova-t	normalized_slav_verbs.tsv		
analytica	acitylana	ana-lyt-ic-a	extension-for-ud		
analytiku	ukitylana	ana-lyt-ik-u	extension-for-ud		
analyzovat	tavozylana	ana-lyz-ova-t	normalized_slav_verbs.tsv		
analýza	azýlana	ana-lýz-a	extension-for-ud		
analýzy	yzýlana	ana-lýz-y	extension-for-ud		
anarchii	iihcrana	an-arch-i-i	normalized-MorfoCzech_dictionary.tsv		
anatol	lotana	anatol	normalized-MorfoCzech_dictionary.tsv		
anatolák	kálotana	anatol-ák	normalized-MorfoCzech_dictionary.tsv		
anatomie	eimotana	ana-tom-i-e	normalized-MorfoCzech_dictionary.tsv		
anatomii	iimotana	ana-tom-i-i	normalized-MorfoCzech_dictionary.tsv		
anatólii	iilótana	anatól-i-i	normalized-MorfoCzech_dictionary.tsv		
ancilla	allicna	ancilla	normalized-MorfoCzech_dictionary.tsv		
anderson	nosredna	anderson	extension-for-ud		
andrejeva	avejerdna	andrejev-a	normalized-MorfoCzech_dictionary.tsv		
android	diordna	android	our-2.1k-uniffreqsample-lemmas.tsv		
andílek	kelídna	andíl-ek	normalized-MorfoCzech_dictionary.tsv		
anděl	lědna	anděl	normalized-MorfoCzech_dictionary.tsv		
anděly	ylědna	anděl-y	normalized-MorfoCzech_dictionary.tsv		
andělé	élědna	anděl-é	normalized-MorfoCzech_dictionary.tsv		
andělí	ílědna	anděl-í	normalized-MorfoCzech_dictionary.tsv		
andělím	mílědna	anděl-ím	all-revision2		
aneb	bena	a-neb	normalized-MorfoCzech_dictionary.tsv		
anebo	obena	a-nebo	normalized-MorfoCzech_dictionary.tsv		
anektovat	tavotkena	anekt-ova-t	normalized_slav_verbs.tsv		
angažovat	tavožagna	angaž-ova-t	normalized_slav_verbs.tsv		
angažován	návožagna	angaž-ová-n	extension-for-ud		
angažování	ínávožagna	angaž-ová-n-í	extension-for-ud		
anglicku	ukcilgna	angl-ic-k-u	normalized-MorfoCzech_dictionary.tsv		
anglicky	ykcilgna	angl-ick-y	inconsist-our-winner		
anglické	ékcilgna	angl-ic-k-é	normalized-MorfoCzech_dictionary.tsv		
anglického	ohékcilgna	angl-ic-k-ého	all-revision2		
anglickém	mékcilgna	angl-ick-ém	extension-for-ud		
anglický	ýkcilgna	angl-ick-ý	inconsist-our-winner		
anglie	eilgna	angl-i-e	normalized-MorfoCzech_dictionary.tsv		
anglii	iilgna	angl-i-i	normalized-MorfoCzech_dictionary.tsv		
angličan	načilgna	angl-ič-an	normalized-MorfoCzech_dictionary.tsv		
angličani	inačilgna	angl-ič-an-i	normalized-MorfoCzech_dictionary.tsv		
angličtinou	uonitčilgna	angl-ičt-in-ou	extension-for-ud		
angličtiny	ynitčilgna	angl-ičt-in-y	extension-for-ud		
angloamerické	ékciremaolgna	angl-o-americ-k-é	normalized-MorfoCzech_dictionary.tsv		
anglosaskou	uoksasolgna	angl-o-sas-k-ou	normalized-MorfoCzech_dictionary.tsv		
anglosaské	éksasolgna	angl-o-sas-k-é	normalized-MorfoCzech_dictionary.tsv		
ani	ina	ani	normalized-MorfoCzech_dictionary.tsv		
anilínem	menílina	anil-ín-e-m	normalized-MorfoCzech_dictionary.tsv	anil-ín-em	
anilínu	unílina	anil-ín-u	normalized-MorfoCzech_dictionary.tsv		
anima	amina	anim-a	our-2k-bandsample-forms.tsv		
animistický	ýkcitsimina	anim-ist-ick-ý	our-1k-bandsample-lemmas.tsv		
animovat	tavomina	anim-ova-t	normalized_slav_verbs.tsv		
animum	mumina	anim-um	our-2k-bandsample-lemmas.tsv		
aniž	žina	aniž	normalized-MorfoCzech_dictionary.tsv		
anlongveng	gnevgnolna	anlongveng	our-2.1k-uniffreqsample-lemmas.tsv		
annie	einna	annie	our-2.1k-uniffreqsample-lemmas.tsv		
ano	ona	ano	normalized-MorfoCzech_dictionary.tsv		
anomálii	iilámona	anomál-i-i	extension-for-ud		
anoncovat	tavocnona	anonc-ova-t	normalized_slav_verbs.tsv		
anonymní	ínmynona	an-onym-n-í	normalized-MorfoCzech_dictionary.tsv		
anonymních	hcínmynona	an-onym-n-ích	all-revision2		
anotovat	tavotona	a-not-ova-t	normalized_slav_verbs.tsv		
antagonizovávanost	tsonavávozinogatna	anta-gon-izová-v-a-n-ost	our-2.1k-uniffreqsample-lemmas.tsv		
antala	alatna	antal-a	extension-for-ud		
antedatovat	tavotadetna	ante-dat-ova-t	normalized_slav_verbs.tsv		
anthony	ynohtna	anthony	our-2.1k-uniffreqsample-lemmas.tsv		
anthozoa	aozohtna	anthozo-a	our-2.1k-uniffreqsample-lemmas.tsv		
anticipovat	tavopicitna	anti-cip-ova-t	normalized_slav_verbs.tsv		
antidatujeme	emejutaditna	anti-dat-uje-me	all-revision		
antihrdinka	aknidrhitna	ant-i-hrd-in-k-a	our-1k-bandsample-lemmas.tsv		
antikvity	ytivkitna	antikv-it-y	normalized-MorfoCzech_dictionary.tsv		
antimykoticky	ykcitokymitna	anti-myk-ot-ic-k-y	our-2.1k-uniffreqsample-lemmas.tsv		
antipropagandovost	tsovodnagaporpitna	anti-propag-and-ov-ost	our-1k-bandsample-lemmas.tsv		
antivirotickost	tsokcitorivitna	anti-vir-ot-ic-k-ost	our-2.1k-uniffreqsample-lemmas.tsv		
anton	notna	anton	normalized-MorfoCzech_dictionary.tsv		
antona	anotna	anton-a	normalized-MorfoCzech_dictionary.tsv		
antonína	anínotna	antonín-a	normalized-MorfoCzech_dictionary.tsv		
anulovat	tavoluna	a-nul-ova-t	normalized_slav_verbs.tsv		
anďákův	vůkáďna	anď-ák-ův	our-2.1k-uniffreqsample-lemmas.tsv		
ap	pa	a-p	dvouznakove		
aparatury	yrutarapa	aparat-ur-y	extension-for-ud		
apelovat	tavolepa	a-pel-ova-t	normalized_slav_verbs.tsv		
apercipovat	tavopicrepa	a-per-cip-ova-t	normalized_slav_verbs.tsv		
aplanovat	tavonalpa	aplan-ova-t	normalized_slav_verbs.tsv		
aplaudovat	tavodualpa	aplaud-ova-t	normalized_slav_verbs.tsv		
aplikaci	icakilpa	aplik-ac-i	extension-for-ud		
aplikovat	tavokilpa	a-plik-ova-t	normalized_slav_verbs.tsv		
aplikována	anávokilpa	a-plik-ová-n-a	normalized-MorfoCzech_dictionary.tsv		
apod	dopa	a-pod	extension-for-ud		
apologetiky	ykitegolopa	apologet-ik-y	normalized-MorfoCzech_dictionary.tsv		
aportovat	tavotropa	a-port-ova-t	normalized_slav_verbs.tsv		
apostrofovat	tavofortsopa	apo-strof-ova-t	normalized_slav_verbs.tsv		
apretovat	tavoterpa	apret-ova-t	normalized_slav_verbs.tsv		
apriorismem	memsiroirpa	aprior-ism-e-m	normalized-MorfoCzech_dictionary.tsv	aprior-ism-em	
apriorní	ínroirpa	aprior-n-í	normalized-MorfoCzech_dictionary.tsv		
apriorních	hcínroirpa	aprior-n-ích	all-revision2		
aprobovat	tavoborpa	a-prob-ova-t	normalized_slav_verbs.tsv		
aprovizovat	tavozivorpa	a-prov-iz-ova-t	normalized_slav_verbs.tsv		
aprovizovávaně	ěnavávozivorpa	a-pro-viz-ová-v-a-n-ě	our-2.1k-uniffreqsample-lemmas.tsv		
aqua	auqa	aqua	normalized-MorfoCzech_dictionary.tsv		
aquilejský	ýksjeliuqa	aquilej-sk-ý	our-2.1k-uniffreqsample-lemmas.tsv		
ara	ara	ara	our-1k-bandsample-lemmas.tsv		
arab	bara	arab	normalized-MorfoCzech_dictionary.tsv		
araba	abara	arab-a	normalized-MorfoCzech_dictionary.tsv		
arabovi	ivobara	arab-ovi	normalized-MorfoCzech_dictionary.tsv		
arabskou	uoksbara	arab-sk-ou	normalized-MorfoCzech_dictionary.tsv		
arabský	ýksbara	arab-sk-ý	normalized-MorfoCzech_dictionary.tsv		
arabskými	imýksbara	arab-sk-ými	all-revision2		
aranžovat	tavožnara	aranž-ova-t	normalized_slav_verbs.tsv		
aranžérův	vůréžnara	aranž-ér-ův	our-1k-bandsample-lemmas.tsv		
arch	hcra	arch	extension-for-ud		
archaizovat	tavoziahcra	arch-a-iz-ova-t	normalized_slav_verbs.tsv		
architekt	tketihcra	archi-tekt	normalized-MorfoCzech_dictionary.tsv		
architektury	yrutketihcra	archi-tekt-ur-y	extension-for-ud		
archů	ůhcra	arch-ů	extension-for-ud		
arcibiskup	puksibicra	arci-biskup	normalized-MorfoCzech_dictionary.tsv		
arcilotras	sartolicra	arci-lotr-as	normalized-MorfoCzech_dictionary.tsv		
arenelle	ellenera	arenelle	normalized-MorfoCzech_dictionary.tsv		
aretovat	tavotera	aret-ova-t	normalized_slav_verbs.tsv		
areálu	uláera	areál-u	extension-for-ud		
argaláš	šálagra	argaláš	extension-for-ud		
argentiny	ynitnegra	argentin-y	extension-for-ud		
argument	tnemugra	argument	our-2.1k-uniffreqsample-lemmas.tsv		
arion	noira	arion	normalized-MorfoCzech_dictionary.tsv		
aristokratismu	umsitarkotsira	aristo-krat-ism-u	normalized-MorfoCzech_dictionary.tsv		
aristotela	aletotsira	aristotel-a	normalized-MorfoCzech_dictionary.tsv		
aristotelovi	ivoletotsira	aristotel-ovi	normalized-MorfoCzech_dictionary.tsv		
arizovat	tavozira	ar-iz-ova-t	normalized_slav_verbs.tsv		
armovat	tavomra	arm-ova-t	normalized_slav_verbs.tsv		
armstrong	gnortsmra	armstrong	normalized-MorfoCzech_dictionary.tsv		
armáda	adámra	armád-a	normalized-MorfoCzech_dictionary.tsv		
armén	némra	armén	normalized-MorfoCzech_dictionary.tsv		
arméni	inémra	armén-i	normalized-MorfoCzech_dictionary.tsv		
arménie	einémra	armén-i-e	normalized-MorfoCzech_dictionary.tsv		
arménovi	ivonémra	armén-ovi	normalized-MorfoCzech_dictionary.tsv		
arménský	ýksnémra	armén-sk-ý	normalized-MorfoCzech_dictionary.tsv		
arnhem	mehnra	arnhem	our-2.1k-uniffreqsample-lemmas.tsv		
arnošt	tšonra	arnošt	extension-for-ud		
