Juhasová	0	Juhas ov á	Juhas ov á	OK_IDENTICAL	Juhas ov á	
Stilesová	0	Stiles ov á	?	FIXME_SD_QUESTIONMARK	Stiles ov á	
Kieransová	1	Kierans ová	?	FIXME_SD_QUESTIONMARK	Kierans ov á	
Lepšová	0	Lepš ov á	Lepš ov á	OK_IDENTICAL	Lepš ov á	
Tabartová	0	Tabart ov á	Tabart ov á	OK_IDENTICAL	Tabart ov á	
Gaza	1	Gaza	Gaz a	FIXME_DIFFERENT	Gaz a	
Zobač	0	Zob ač	Zob a č	FIXME_DIFFERENT	Zob a č	
Sagnac	1	Sagnac	Sagnac	OK_IDENTICAL	Sagnac	
upínač	0	u pín ač	u pín a č	FIXME_DIFFERENT	u pín a č	
Cibulec	0	Cibul ec	Cibul ec	OK_IDENTICAL	Cibul ec	
Sokolovec	0	Sokol ov ec	Sokol ov ec	OK_IDENTICAL	Sokol ov ec	
Karachánovec	0	Karachán ov ec	?	FIXME_SD_QUESTIONMARK	Karachán ov ec	
mřížovec	0	mříž ov ec	mříž ov ec	OK_IDENTICAL	mříž ov ec	
Katrič	1	Katrič	?	FIXME_SD_QUESTIONMARK	Katrič	
Krumholc	0	Krumholc	?	FIXME_SD_QUESTIONMARK	Krumholc	
Island	1	Island	?	FIXME_SD_QUESTIONMARK	Island	
Neuland	1	Neuland	Neu land	FIXME_DIFFERENT	Neuland	
Eskifjord	1	Eskifjord	Eski fjord	FIXME_DIFFERENT	Eskifjord	
Slabihoud	0	Slabi houd	?	FIXME_SD_QUESTIONMARK	Slabihoud	
třízubě	0	tří zub ě	tř í zub ě	FIXME_DIFFERENT	tř í zub ě	
Hubenice	1	Huben ic e	Hub en ic e	FIXME_DIFFERENT	Hub en ic e	
soukenice	1	souk en ic e	souk en ic e	OK_IDENTICAL	souk en ic e	
setnice	1	set n ic e	set ni c e	FIXME_DIFFERENT	set ni c e	
Patrice	1	Patrice	?	FIXME_SD_QUESTIONMARK	Patric e	
Černýšovice	1	Černý šov ic e	?	FIXME_SD_QUESTIONMARK	Čern ýš ov ic e	
polyvalence	1	poly valence	?	FIXME_SD_QUESTIONMARK	poly valenc e	
Chlívce	1	Chlívce	Chlív c e	FIXME_DIFFERENT	Chlív c e	
Krohe	1	Krohe	Krohe	OK_IDENTICAL	Krohe	
propodruhé	0	pro po druh é	pro po druh é	OK_IDENTICAL	pro po druh é	
elektroencefalografie	1	elektr o encefalo graf ie	elektr o encefal o graf i e	FIXME_DIFFERENT	elektr o encefal o graf i e	
audiopáska	1	audio pás ka	audio pás k a	OK_MATCHABLE	audio pás k a	
špatnůstka	0	špatn ůst ka	špatn ůst k a	OK_MATCHABLE	špatn ůst k a	
Valbusaová	1	Valbusa ová	Valbusa ov á	OK_MATCHABLE	Valbusa ov á	
Paigeová	1	Paige ová	Paige ov á	OK_MATCHABLE	Paige ov á	
Durajková	0	Durajk o vá	Durajk ov á	OK_MATCHABLE	Durajk ov á	
Šteglová	1	Štegl ová	Štegl ov á	OK_MATCHABLE	Štegl ov á	
Zellová	1	Zell ová	Zell ov á	OK_MATCHABLE	Zell ov á	
Fišarová	1	Fišar ová	Fišar ov á	OK_MATCHABLE	Fišar ov á	
Mühlerová	1	Mühler ová	Mühler ov á	OK_MATCHABLE	Mühler ov á	
Gloserová	1	Gloser ová	Gloser ov á	OK_MATCHABLE	Gloser ov á	
Miliusová	1	Milius ová	Milius ov á	OK_MATCHABLE	Milius ov á	
Goepfertová	1	Goepfert ová	Goepfert ov á	OK_MATCHABLE	Goepfert ov á	
zachrápaně	0	za chráp an ě	za chráp a n ě	OK_MATCHABLE	za chráp a n ě	
vechvátaně	0	ve chvát an ě	ve chvát a n ě	OK_MATCHABLE	ve chvát a n ě	
zmetaně	0	z met an ě	z met a n ě	OK_MATCHABLE	z met a n ě	
deptaně	1	depta n ě	dept a n ě	OK_MATCHABLE	dept a n ě	
odškrabávaně	0	od škrab áv an ě	od škrab á v a n ě	OK_MATCHABLE	od škrab á v a n ě	
zaslýchávaně	0	za slých áv a n ě	za slých á v a n ě	OK_MATCHABLE	za slých á v a n ě	
vykulhávaně	0	vy kulh áv a n ě	vy kulh á v a n ě	OK_MATCHABLE	vy kulh á v a n ě	
odstříkávaně	0	od střík áv a n ě	od střík á v a n ě	OK_MATCHABLE	od střík á v a n ě	
nažbleptávaně	0	na žblept áv a n ě	na žblept á v a n ě	OK_MATCHABLE	na žblept á v a n ě	
zavlačovávaně	0	za vlač ov áv a n ě	za vlač ová v a n ě	OK_MATCHABLE	za vlač ová v a n ě	
zkrvácovávaně	0	z krv ác ov áv a n ě	z krv ác ová v a n ě	OK_MATCHABLE	z krv ác ová v a n ě	
posvěcovávaně	0	po svěc ov áv a n ě	po svěc ová v a n ě	OK_MATCHABLE	po svěc ová v a n ě	
znovunastolovávaně	0	znovu na stol ov áv a n ě	znovu na stol ová v a n ě	OK_MATCHABLE	znovu na stol ová v a n ě	
zgalvanovávaně	1	z galvan ová va n ě	z galvan ová v a n ě	OK_MATCHABLE	z galvan ová v a n ě	
zahmuřovávaně	0	za hmuř ov áv a n ě	za hmuř ová v a n ě	OK_MATCHABLE	za hmuř ová v a n ě	
zbarvovávaně	0	z barv ov áv a n ě	z barv ová v a n ě	OK_MATCHABLE	z barv ová v a n ě	
vkluzovávaně	0	v kluz ov áv a n ě	v kluz ová v a n ě	OK_MATCHABLE	v kluz ová v a n ě	
prostohovaně	0	pro stoh o van ě	pro stoh ova n ě	OK_MATCHABLE	pro stoh ova n ě	
zhubičkovaně	0	z hub ičk o va n ě	z hub ičk ova n ě	OK_MATCHABLE	z hub ičk ova n ě	
přimalovaně	0	při mal o va n ě	při mal ova n ě	OK_MATCHABLE	při mal ova n ě	
šmoulovaně	0	šmoul o va n ě	šmoul ova n ě	OK_MATCHABLE	šmoul ova n ě	
zbarokisovaně	1	z barok is ov an ě	z barok is ova n ě	OK_MATCHABLE	z barok isova n ě	
kvantizovaně	1	kvant iz ov an ě	kvant iz ova n ě	OK_MATCHABLE	kvant izova n ě	
přeúhořeně	0	pře úhoř en ě	pře úhoř e n ě	OK_MATCHABLE	pře úhoř e n ě	
zoufávatelně	1	zouf áv a teln ě	zouf á v a teln ě	OK_MATCHABLE	zouf á v a teln ě	
rozposlouchávatelně	0	roz po slouch áv a teln ě	roz po slouch á v a teln ě	OK_MATCHABLE	roz po slouch á v a teln ě	
uzdvihávatelně	0	u zdvih áv a teln ě	u zdvih á v a teln ě	OK_MATCHABLE	u zdvih á v a teln ě	
zakolotávatelně	0	za kolot áv a teln ě	za kolot á v a teln ě	OK_MATCHABLE	za kol ot á v a teln ě	
zarajcovávatelně	1	za rajc ov áv a teln ě	za rajc ová v a teln ě	OK_MATCHABLE	za rajc ová v a teln ě	
zledovávatelně	0	z led ov áv a teln ě	z led ová v a teln ě	OK_MATCHABLE	z led ová v a teln ě	
vtipkovávatelně	0	vtip k ov áv a teln ě	vtip k ová v a teln ě	OK_MATCHABLE	vtip k ová v a teln ě	
posilovávatelně	0	po sil ov áv a teln ě	po sil ová v a teln ě	OK_MATCHABLE	po sil ová v a teln ě	
šumovávatelně	0	šum ov áv a teln ě	šum ová v a teln ě	OK_MATCHABLE	šum ová v a teln ě	
galvanovávatelně	1	galvan ov áv a teln ě	galvan ová v a teln ě	OK_MATCHABLE	galvan ová v a teln ě	
doproviňovávatelně	0	do pro viň ov áv a teln ě	do pro viň ová v a teln ě	OK_MATCHABLE	do pro viň ová v a teln ě	
zacupovávatelně	0	za cup ov áv a teln ě	za cup ová v a teln ě	OK_MATCHABLE	za cup ová v a teln ě	
zašpárovávatelně	0	za špár ov áv a teln ě	za špár ová v a teln ě	OK_MATCHABLE	za špár ová v a teln ě	
trvávatelně	0	trv áv a teln ě	trv á v a teln ě	OK_MATCHABLE	trv á v a teln ě	
tábořívatelně	0	táboř íva teln ě	táboř í v a teln ě	OK_MATCHABLE	táboř í v a teln ě	
malátně	1	malátn ě	malát n ě	OK_MATCHABLE	malát n ě	
průmyslověprávně	0	prů mysl ov ě právn ě	prů mysl ov ě práv n ě	OK_MATCHABLE	prů mysl ov ě práv n ě	
vysílačkově	0	vy síl ač kov ě	vy síl ač k ov ě	OK_MATCHABLE	vy síl ač k ov ě	
přihlédací	0	při hléd ac í	při hléd a c í	OK_MATCHABLE	při hléd a c í	
přiklekací	0	při klek ac í	při klek a c í	OK_MATCHABLE	při klek a c í	
tiskací	0	tisk ac í	tisk a c í	OK_MATCHABLE	tisk a c í	
přilínací	0	při lín ac í	při lín a c í	OK_MATCHABLE	při lín a c í	
šplechtací	0	šplechta c í	šplecht a c í	OK_MATCHABLE	šplecht a c í	
ocejchovávací	0	o cejch ov áv a c í	o cejch ová v a c í	OK_MATCHABLE	o cejch ová v a c í	
ukojovávací	0	u koj ov áv a c í	u koj ová v a c í	OK_MATCHABLE	u koj ová v a c í	
přetitulkovávací	0	pře titul k ov áv a c í	pře titul k ová v a c í	OK_MATCHABLE	pře titul k ová v a c í	
zatravňovávací	0	za trav ň ov áv a c í	za trav ň ová v a c í	OK_MATCHABLE	za trav ň ová v a c í	
ignorovávací	1	ignor ov áv a c í	ignor ová v a c í	OK_MATCHABLE	ignor ová v a c í	
germanisovávací	1	german is ov áv a c í	german is ová v a c í	OK_MATCHABLE	german isová v a c í	
sesazovávací	0	se saz ov áv a c í	se saz ová v a c í	OK_MATCHABLE	se saz ová v a c í	
dooplozovávací	0	do o ploz ov áv a c í	do o ploz ová v a c í	OK_MATCHABLE	do o ploz ová v a c í	
doplácívací	0	do plác ív a c í	do plác í v a c í	OK_MATCHABLE	do plác í v a c í	
třeštívací	0	třešt ív a c í	třešt í v a c í	OK_MATCHABLE	třešt í v a c í	
plácající	0	plác a jí c í	plác aj íc í	OK_MATCHABLE	plác aj íc í	
zdající	0	zda jí c í	zd aj íc í	OK_MATCHABLE	zd aj íc í	
hafající	1	haf ající	haf aj íc í	OK_MATCHABLE	haf aj íc í	
obsílající	0	ob síl a jí c í	ob síl aj íc í	OK_MATCHABLE	ob síl aj íc í	
vepřádávající	0	ve přád áv a jí c í	ve přád á v aj íc í	OK_MATCHABLE	ve přád á v aj íc í	
říhávající	0	říh áv a jí c í	říh á v aj íc í	OK_MATCHABLE	říh á v aj íc í	
žlábkovávající	0	žláb k ov áv a jí c í	žláb k ová v aj íc í	OK_MATCHABLE	žláb k ová v aj íc í	
štrajkovávající	0	štrajk ov áv a jí c í	štrajk ová v aj íc í	OK_MATCHABLE	štrajk ová v aj íc í	
usmykovávající	0	u smyk ov áv a jí c í	u smyk ová v aj íc í	OK_MATCHABLE	u smyk ová v aj íc í	
zatrénovávající	0	za trén ov áv a jí c í	za trén ová v aj íc í	OK_MATCHABLE	za trén ová v aj íc í	
vytopovávající	0	vy top ov áv a jí c í	vy top ová v aj íc í	OK_MATCHABLE	vy top ová v aj íc í	
přikupovávající	0	při kup ov áv a jí c í	při kup ová v aj íc í	OK_MATCHABLE	při kup ová v aj íc í	
dekretovávající	1	dekret ov áv a jí c í	dekret ová v aj íc í	OK_MATCHABLE	dekret ová v aj íc í	
komentovávající	1	koment ov áv a jí c í	koment ová v aj íc í	OK_MATCHABLE	koment ová v aj íc í	
zřizovávající	0	z řiz ov áv a jí c í	z řiz ová v aj íc í	OK_MATCHABLE	z řiz ová v aj íc í	
přinožovávající	0	při nož ov áv a jí c í	při nož ová v aj íc í	OK_MATCHABLE	při nož ová v aj íc í	
vězívající	0	věz íva jí c í	věz í v aj íc í	OK_MATCHABLE	věz í v aj íc í	
flastrující	1	flastr ují c í	flastr uj íc í	OK_MATCHABLE	flastr uj íc í	
vhoukávání	0	v houk áv á n í	v houk á v á n í	OK_MATCHABLE	v houk á v á n í	
zatykávání	0	za tyk áv á n í	za tyk á v á n í	OK_MATCHABLE	za tyk á v á n í	
proklímávání	0	pro klím áv á n í	pro klím á v á n í	OK_MATCHABLE	pro klím á v á n í	
slejvávání	0	s lej váv á n í	s lej vá v á n í	OK_MATCHABLE	s lej vá v á n í	
napajcovávání	1	na pajc ov áv á n í	na pajc ová v á n í	OK_MATCHABLE	na pajc ová v á n í	
přeputovávání	0	pře put ov áv á n í	pře put ová v á n í	OK_MATCHABLE	pře put ová v á n í	
vyluzovávání	0	vy luz ov áv á n í	vy luz ová v á n í	OK_MATCHABLE	vy luz ová v á n í	
přikrčování	0	při krč ov á n í	při krč ová n í	OK_MATCHABLE	při krč ová n í	
doštrikování	1	do štrik ov án í	do štrik ová n í	OK_MATCHABLE	do štrik ová n í	
pískování	0	písk ov á n í	písk ová n í	OK_MATCHABLE	písk ová n í	
zprůchodňování	0	z prů chod ň ov á n í	z prů chod ň ová n í	OK_MATCHABLE	z prů chod ň ová n í	
dotěsňování	0	do těsň ov á n í	do těsň ová n í	OK_MATCHABLE	do těsň ová n í	
zmonolitňování	0	z mono lit ň ov á n í	z mono lit ň ová n í	OK_MATCHABLE	z mono lit ň ová n í	
doštupování	0	do štup ov á n í	do štup ová n í	OK_MATCHABLE	do štup ová n í	
dosalutování	0	do salut ov á n í	do salut ová n í	OK_MATCHABLE	do salut ová n í	
zakonzervování	1	za konzerv ov á n í	za konzerv ová n í	OK_MATCHABLE	za konzerv ová n í	
zvalorizování	1	z valor iz ov á n í	z valor iz ová n í	OK_MATCHABLE	z valor izová n í	
naproudění	0	na proud ěn í	na proud ě n í	OK_MATCHABLE	na proud ě n í	
donastřelovavší	0	do na střel ova v š í	do na střel ova vš í	OK_MATCHABLE	do na střel ova vš í	
uštelovavší	0	u štel ova v š í	u štel ova vš í	OK_MATCHABLE	u štel ova vš í	
dooslňovavší	0	do o slň ova v š í	do o slň ova vš í	OK_MATCHABLE	do o slň ova vš í	
zaštupovavší	0	za štup ova v š í	za štup ova vš í	OK_MATCHABLE	za štup ova vš í	
zmineralisovavší	0	z mineral isova v š í	z mineral is ova vš í	OK_MATCHABLE	z mineral isova vš í	
zheroizovavší	1	z hero iz ov a v š í	z hero iz ova vš í	OK_MATCHABLE	z hero izova vš í	
vytermovázavší	1	vy term o váz a v š í	vy term o váz a vš í	OK_MATCHABLE	vy term o váz a vš í	
odvlnivší	0	od vln i v š í	od vln i vš í	OK_MATCHABLE	od vln i vš í	
ohodnotivší	0	o hodn ot i v š í	o hodn ot i vš í	OK_MATCHABLE	o hodn ot i vš í	
vevléknuvší	0	ve vlék nu v š í	ve vlék nu vš í	OK_MATCHABLE	ve vlék nu vš í	
Liberečančin	1	Libereč an čin	Libereč an č in	OK_MATCHABLE	Libereč an č in	
Robinsončin	1	Robinson čin	Robinson č in	OK_MATCHABLE	Robinson č in	
soudružčin	0	sou druž čin	sou druž č in	OK_MATCHABLE	sou druž č in	
zpékat	0	z pék at	z pék a t	OK_MATCHABLE	z pék a t	
uštěkat	0	u štěk at	u štěk a t	OK_MATCHABLE	u štěk a t	
přivydělat	0	při vy děl at	při vy děl a t	OK_MATCHABLE	při vy děl a t	
propovídávat	0	pro po víd áv at	pro po víd á v a t	OK_MATCHABLE	pro po víd á v a t	
rozcmrndávat	0	roz cmrnd áv at	roz cmrnd á v a t	OK_MATCHABLE	roz cmrnd á v a t	
šlehávat	0	šleh áv at	šleh á v a t	OK_MATCHABLE	šleh á v a t	
rozchytávat	0	roz chyt áv a t	roz chyt á v a t	OK_MATCHABLE	roz chyt á v a t	
karbovávat	0	karbov áv a t	karb ová v a t	OK_MATCHABLE	karb ová v a t	
shybovávat	0	s hyb ov áv a t	s hyb ová v a t	OK_MATCHABLE	s hyb ová v a t	
dosahovávat	0	do sah ov áv a t	do sah ová v a t	OK_MATCHABLE	do sah ová v a t	
fóliovávat	1	fóli ov áv a t	fóli ová v a t	OK_MATCHABLE	fóli ová v a t	
špekovávat	0	špek ov áv a t	špek ová v a t	OK_MATCHABLE	špek ová v a t	
vyceňovávat	0	vy ceň ov áv a t	vy ceň ová v a t	OK_MATCHABLE	vy ceň ová v a t	
odrapovávat	0	od rap ov áv a t	od rap ová v a t	OK_MATCHABLE	od rap ová v a t	
metaforizovávat	1	meta for iz ov áv a t	meta for iz ová v a t	OK_MATCHABLE	meta for izová v a t	
rychlonabíjívat	0	rychl o na bíj ív a t	rychl o na bíj í v a t	OK_MATCHABLE	rychl o na bíj í v a t	
ložívat	0	lož ívat	lož í v a t	OK_MATCHABLE	lož í v a t	
převerbovat	0	pře verb ov a t	pře verb ova t	OK_MATCHABLE	pře verb ova t	
skrečovat	0	skreč ov a t	skreč ova t	OK_MATCHABLE	skreč ova t	
zaneprazdňovat	0	za ne prazdň ov a t	za ne prazdň ova t	OK_MATCHABLE	za ne prazdň ova t	
vystresovat	0	vy stres ov a t	vy stres ova t	OK_MATCHABLE	vy stres ova t	
zmythologisovat	1	z myth o log is ov a t	z myth o log is ova t	OK_MATCHABLE	z myth o log isova t	
odstartovat	0	od start ovat	od start ova t	OK_MATCHABLE	od start ova t	
vyrejžovat	0	vy rejž ov a t	vy rejž ova t	OK_MATCHABLE	vy rejž ova t	
vyvenčit	1	vy ven č it	vy ven č i t	OK_MATCHABLE	vy ven č i t	
zvučit	0	zvuč it	zvuč i t	OK_MATCHABLE	zvuč i t	
nakojit	0	na koj it	na koj i t	OK_MATCHABLE	na koj i t	
zopernit	0	z oper n it	z oper n i t	OK_MATCHABLE	z oper n i t	
vyvětřit	0	vy větř it	vy větř i t	OK_MATCHABLE	vy větř i t	
odcizit	0	od ciz it	od ciz i t	OK_MATCHABLE	od ciz i t	
odložit	0	od lož it	od lož i t	OK_MATCHABLE	od lož i t	
vrhanost	0	vrh an ost	vrh a n ost	OK_MATCHABLE	vrh a n ost	
viklanost	0	vikl an ost	vikl a n ost	OK_MATCHABLE	vikl a n ost	
roztoulanost	0	roz toul an ost	roz toul a n ost	OK_MATCHABLE	roz toul a n ost	
vhečmanost	1	v hečm an ost	v hečm a n ost	OK_MATCHABLE	v hečm a n ost	
zbobtnanost	0	z bobtn an ost	z bobtn a n ost	OK_MATCHABLE	z bobtn a n ost	
rozkolísanost	0	roz kolísan ost	roz kolís a n ost	OK_MATCHABLE	roz kolís a n ost	
ujebávanost	0	u jeb ávan ost	u jeb á v a n ost	OK_MATCHABLE	u jeb á v a n ost	
vylehávanost	0	vy leh ávan ost	vy leh á v a n ost	OK_MATCHABLE	vy leh á v a n ost	
ošukávanost	0	o šuk ávan ost	o šuk á v a n ost	OK_MATCHABLE	o šuk á v a n ost	
vyslípávanost	0	vy slíp ávan ost	vy slíp á v a n ost	OK_MATCHABLE	vy slíp á v a n ost	
zažírávanost	0	za žír ávan ost	za žír á v a n ost	OK_MATCHABLE	za žír á v a n ost	
počurávanost	0	po čur ávan ost	po čur á v a n ost	OK_MATCHABLE	po čur á v a n ost	
vyzpytávanost	0	vy zpyt ávan ost	vy zpyt á v a n ost	OK_MATCHABLE	vy zpyt á v a n ost	
pakovávanost	0	pak ov ávan ost	pak ová v a n ost	OK_MATCHABLE	pak ová v a n ost	
přibalovávanost	0	při bal ov ávan ost	při bal ová v a n ost	OK_MATCHABLE	při bal ová v a n ost	
začachrovávanost	0	za čachr ov ávan ost	za čachr ová v a n ost	OK_MATCHABLE	za čachr ová v a n ost	
ocenzurovávanost	1	o cenzur ov áv a n ost	o cenzur ová v a n ost	OK_MATCHABLE	o cenzur ová v a n ost	
zaklíšťovávanost	0	za klíšť ov ávan ost	za klíšť ová v a n ost	OK_MATCHABLE	za klíšť ová v a n ost	
sabrážovávanost	0	sabráž ov ávan ost	sabráž ová v a n ost	OK_MATCHABLE	sabráž ová v a n ost	
antagonizovávanost	1	anta gon iz ov áv a n ost	anta gon iz ová v a n ost	OK_MATCHABLE	anta gon izová v a n ost	
plejtvávanost	0	plejtv ávan ost	plejtv á v a n ost	OK_MATCHABLE	plejtv á v a n ost	
odštěničovanost	0	od štěn ič ovan ost	od štěn ič ova n ost	OK_MATCHABLE	od štěn ič ova n ost	
rozporcovanost	0	roz porc ov an ost	roz porc ova n ost	OK_MATCHABLE	roz porc ova n ost	
oštrikovanost	1	o štrik ovan ost	o štrik ova n ost	OK_MATCHABLE	o štrik ova n ost	
modelovanost	0	model ov an ost	model ova n ost	OK_MATCHABLE	model ova n ost	
zašpejlovanost	0	za špejl ov an ost	za špejl ova n ost	OK_MATCHABLE	za špejl ova n ost	
odchylovanost	0	od chyl ov an ost	od chyl ova n ost	OK_MATCHABLE	od chyl ova n ost	
přičleňovanost	0	při čleň ov an ost	při čleň ova n ost	OK_MATCHABLE	při čleň ova n ost	
uzemňovanost	0	u zem ň ov an ost	u zem ň ova n ost	OK_MATCHABLE	u zem ň ova n ost	
zareturnovanost	0	za return ov an ost	za return ova n ost	OK_MATCHABLE	za return ova n ost	
přišněrovanost	0	při šněr ov an ost	při šněr ova n ost	OK_MATCHABLE	při šněr ova n ost	
zhangrovanost	1	z hangrovan ost	z hangr ova n ost	OK_MATCHABLE	z hangr ova n ost	
přezahořovanost	0	pře za hoř ov an ost	pře za hoř ova n ost	OK_MATCHABLE	pře za hoř ova n ost	
vyhořovanost	0	vy hoř ov an ost	vy hoř ova n ost	OK_MATCHABLE	vy hoř ova n ost	
zvěšovanost	0	z věš ov an ost	z věš ova n ost	OK_MATCHABLE	z věš ova n ost	
osušovanost	0	o suš ov an ost	o suš ova n ost	OK_MATCHABLE	o suš ova n ost	
proklesťovanost	0	pro klesť ov an ost	pro klesť ova n ost	OK_MATCHABLE	pro klesť ova n ost	
rozhazovanost	0	roz haz ov an ost	roz haz ova n ost	OK_MATCHABLE	roz haz ova n ost	
opryžovanost	0	o pryž ov an ost	o pryž ova n ost	OK_MATCHABLE	o pryž ova n ost	
vychraptěnost	0	vy chrapt ěn ost	vy chrapt ě n ost	OK_MATCHABLE	vy chrapt ě n ost	
